NM_001001398	ENSDARG00000009351	ENSDART00000016591
XM_021469941	ENSDARG00000094280	ENSDART00000143503
XM_021469943	ENSDARG00000056961	ENSDART00000079538
XM_021469946	ENSDARG00000017986	ENSDART00000046613
XM_021469947	ENSDARG00000017986	ENSDART00000046613
XM_021469948	ENSDARG00000075147	ENSDART00000110041
XM_021469949	ENSDARG00000037373	ENSDART00000148120
XM_021469950	ENSDARG00000037373	ENSDART00000148120
XM_021469951	ENSDARG00000089063	ENSDART00000135690
XM_021469952	ENSDARG00000089063	ENSDART00000135690
XM_021469953	ENSDARG00000074331	ENSDART00000145172
XM_021469954	ENSDARG00000074331	ENSDART00000145172
XM_021469955	ENSDARG00000074331	ENSDART00000145172
XM_021469956	ENSDARG00000074331	ENSDART00000145172
XM_021469957	ENSDARG00000074331	ENSDART00000145172
XM_021469958	ENSDARG00000077353	ENSDART00000111345
XM_021469959	ENSDARG00000077852	ENSDART00000189843
XM_021469960	ENSDARG00000077852	ENSDART00000189843
XM_021469962	ENSDARG00000056334	ENSDART00000143694
XM_021469963	ENSDARG00000056334	ENSDART00000143694
XM_021469964	ENSDARG00000079148	ENSDART00000134978
XM_021469971	ENSDARG00000029146	ENSDART00000088208
XM_021469972	ENSDARG00000101869	ENSDART00000168052
XM_021469973	ENSDARG00000101869	ENSDART00000168052
XM_021469974	ENSDARG00000098968	ENSDART00000162423
XM_021469975	ENSDARG00000076564	ENSDART00000157844
XM_021469976	ENSDARG00000076564	ENSDART00000157844
XM_021469977	ENSDARG00000076564	ENSDART00000157844
XM_021469978	ENSDARG00000076564	ENSDART00000157844
XM_021469980	ENSDARG00000076564	ENSDART00000157844
XM_021469981	ENSDARG00000076564	ENSDART00000157844
XM_021469982	ENSDARG00000076564	ENSDART00000157844
XM_021469983	ENSDARG00000076564	ENSDART00000157844
XM_021469984	ENSDARG00000076564	ENSDART00000157844
XM_021469985	ENSDARG00000076564	ENSDART00000157844
XM_021469987	ENSDARG00000076564	ENSDART00000157844
XM_021469988	ENSDARG00000076564	ENSDART00000157844
XM_021469989	ENSDARG00000076030	ENSDART00000115141
XM_021469990	ENSDARG00000094330	ENSDART00000144762
XM_021469991	ENSDARG00000011549	ENSDART00000140448
XM_021469992	ENSDARG00000011549	ENSDART00000140448
XM_021469993	ENSDARG00000037030	ENSDART00000148257
XM_021469994	ENSDARG00000037030	ENSDART00000148257
XM_021469995	ENSDARG00000037030	ENSDART00000148257
XM_021469997	ENSDARG00000098029	ENSDART00000156512
XM_021469998	ENSDARG00000010515	ENSDART00000143583
XM_021469999	ENSDARG00000010515	ENSDART00000143583
XM_021470000	ENSDARG00000010515	ENSDART00000143583
XM_021470001	ENSDARG00000010515	ENSDART00000143583
XM_021470002	ENSDARG00000077428	ENSDART00000146633
XM_021470003	ENSDARG00000077428	ENSDART00000146633
XM_021470004	ENSDARG00000077428	ENSDART00000146633
XM_021470005	ENSDARG00000077428	ENSDART00000146633
XM_021470006	ENSDARG00000077428	ENSDART00000146633
XM_021470009	ENSDARG00000079423	ENSDART00000154145
XM_021470010	ENSDARG00000076153	ENSDART00000112619
XM_021470011	ENSDARG00000076153	ENSDART00000112619
XM_021470012	ENSDARG00000076153	ENSDART00000112619
XM_021470013	ENSDARG00000076153	ENSDART00000112619
XM_021470014	ENSDARG00000076153	ENSDART00000132736
XM_021470015	ENSDARG00000076153	ENSDART00000132736
XM_021470016	ENSDARG00000076153	ENSDART00000132736
XM_021470017	ENSDARG00000086703	ENSDART00000138617
XM_021470018	ENSDARG00000017811	ENSDART00000007260
XM_021470019	ENSDARG00000104767	ENSDART00000159642
XM_021470021	ENSDARG00000096989	ENSDART00000153794
XM_021470023	ENSDARG00000063594	ENSDART00000093061
XM_021470024	ENSDARG00000075990	ENSDART00000109976
XM_021470027	ENSDARG00000038891	ENSDART00000074385
XM_021470028	ENSDARG00000101752	ENSDART00000169376
XM_021470029	ENSDARG00000101752	ENSDART00000169376
XM_021470030	ENSDARG00000079201	ENSDART00000109493
XM_021470032	ENSDARG00000100927	ENSDART00000164711
XM_021470033	ENSDARG00000078924	ENSDART00000134589
XM_021470034	ENSDARG00000104435	ENSDART00000161881
XM_021470035	ENSDARG00000104435	ENSDART00000161881
XM_021470036	ENSDARG00000104435	ENSDART00000161881
XM_021470037	ENSDARG00000104435	ENSDART00000161881
XM_021470038	ENSDARG00000104435	ENSDART00000161881
XM_021470039	ENSDARG00000104435	ENSDART00000161881
XM_021470042	ENSDARG00000075960	ENSDART00000114959
XM_021470048	ENSDARG00000013524	ENSDART00000035654
XM_021470050	ENSDARG00000103586	ENSDART00000164262
XM_021470051	ENSDARG00000100939	ENSDART00000172222
XM_021470052	ENSDARG00000076011	ENSDART00000113757
XM_021470053	ENSDARG00000101281	ENSDART00000167813
XM_021470056	ENSDARG00000075024	ENSDART00000149903
XM_021470057	ENSDARG00000086481	ENSDART00000129138
XM_021470059	ENSDARG00000095963	ENSDART00000149355
XM_021470060	ENSDARG00000077405	ENSDART00000004357
XM_021470061	ENSDARG00000077405	ENSDART00000004357
XM_021470062	ENSDARG00000077405	ENSDART00000149410
XM_021470063	ENSDARG00000077405	ENSDART00000149410
XM_021470064	ENSDARG00000100962	ENSDART00000172445
XM_021470067	ENSDARG00000102845	ENSDART00000169521
XM_021470069	ENSDARG00000102050	ENSDART00000165963
XM_021470070	ENSDARG00000102050	ENSDART00000165963
XM_021470071	ENSDARG00000102050	ENSDART00000165963
XM_021470072	ENSDARG00000102050	ENSDART00000165963
XM_021470076	ENSDARG00000062396	ENSDART00000092886
XM_021470077	ENSDARG00000108006	ENSDART00000175138
XM_021470087	ENSDARG00000109390	ENSDART00000192529
XM_021470089	ENSDARG00000054548	ENSDART00000150047
XM_021470094	ENSDARG00000008790	ENSDART00000045150
XM_021470105	ENSDARG00000018903	ENSDART00000156978
XM_021470123	ENSDARG00000018461	ENSDART00000193229
XM_021470124	ENSDARG00000033965	ENSDART00000126395
XM_021470131	ENSDARG00000006849	ENSDART00000039517
XM_021470132	ENSDARG00000055903	ENSDART00000142182
XM_021470133	ENSDARG00000055903	ENSDART00000142182
XM_021470134	ENSDARG00000055903	ENSDART00000142182
XM_021470135	ENSDARG00000055903	ENSDART00000142182
XM_021470138	ENSDARG00000022970	ENSDART00000033621
XM_021470146	ENSDARG00000002255	ENSDART00000022349
XM_021470147	ENSDARG00000002255	ENSDART00000022349
XM_021470154	ENSDARG00000002255	ENSDART00000022349
XM_021470156	ENSDARG00000031875	ENSDART00000183008
XM_021470160	ENSDARG00000021265	ENSDART00000143184
XM_021470161	ENSDARG00000021265	ENSDART00000143184
XM_021470162	ENSDARG00000021265	ENSDART00000143184
XM_021470167	ENSDARG00000045416	ENSDART00000150185
XM_021470173	ENSDARG00000034883	ENSDART00000135124
XM_021470174	ENSDARG00000034883	ENSDART00000135124
XM_021470177	ENSDARG00000057249	ENSDART00000181182
XM_021470178	ENSDARG00000057249	ENSDART00000181182
XM_021470180	ENSDARG00000057249	ENSDART00000181182
XM_021470182	ENSDARG00000101457	ENSDART00000157735
XM_021470189	ENSDARG00000071565	ENSDART00000164750
XM_021470193	ENSDARG00000101733	ENSDART00000168837
XM_021470194	ENSDARG00000058821	ENSDART00000188670
XM_021470202	ENSDARG00000093608	ENSDART00000145829
XM_021470209	ENSDARG00000026165	ENSDART00000003503
XM_021470212	ENSDARG00000079278	ENSDART00000178287
XM_021470228	ENSDARG00000017929	ENSDART00000182279
XM_021470229	ENSDARG00000100251	ENSDART00000170529
XM_021470230	ENSDARG00000095245	ENSDART00000155242
XM_021470231	ENSDARG00000104295	ENSDART00000169731
XM_021470234	ENSDARG00000059410	ENSDART00000151992
XM_021470242	ENSDARG00000077487	ENSDART00000155817
XM_021470244	ENSDARG00000067859	ENSDART00000097773
XM_021470248	ENSDARG00000100598	ENSDART00000161519
XM_021470249	ENSDARG00000100598	ENSDART00000161519
XM_021470250	ENSDARG00000100598	ENSDART00000161519
XM_021470251	ENSDARG00000017649	ENSDART00000055488
XM_021470254	ENSDARG00000100958	ENSDART00000186103
XM_021470255	ENSDARG00000076005	ENSDART00000188408
XM_021470256	ENSDARG00000013965	ENSDART00000138432
XM_021470257	ENSDARG00000013965	ENSDART00000138432
XM_021470259	ENSDARG00000071823	ENSDART00000139596
XM_021470260	ENSDARG00000116895	ENSDART00000184349
XM_021470264	ENSDARG00000077134	ENSDART00000186241
XM_021470265	ENSDARG00000104295	ENSDART00000160538
XM_021470266	ENSDARG00000076826	ENSDART00000158646
XM_021470268	ENSDARG00000079312	ENSDART00000137010
XM_021470271	ENSDARG00000076055	ENSDART00000138541
XM_021470272	ENSDARG00000104791	ENSDART00000160432
XM_021470273	ENSDARG00000113438	ENSDART00000191314
XM_021470274	ENSDARG00000059333	ENSDART00000082422
XM_021470275	ENSDARG00000059333	ENSDART00000191127
XM_021470276	ENSDARG00000059333	ENSDART00000180510
XM_021470277	ENSDARG00000059333	ENSDART00000082422
XM_021470278	ENSDARG00000059333	ENSDART00000082422
XM_021470279	ENSDARG00000059333	ENSDART00000082422
XM_021470280	ENSDARG00000059333	ENSDART00000082422
XM_021470281	ENSDARG00000059333	ENSDART00000082422
XM_021470282	ENSDARG00000059333	ENSDART00000082422
XM_021470283	ENSDARG00000059333	ENSDART00000082422
XM_021470284	ENSDARG00000059333	ENSDART00000191127
XM_021470285	ENSDARG00000059333	ENSDART00000191127
XM_021470286	ENSDARG00000045427	ENSDART00000066805
XM_021470287	ENSDARG00000095281	ENSDART00000106252
XM_021470288	ENSDARG00000086362	ENSDART00000144186
XM_021470289	ENSDARG00000039729	ENSDART00000145466
XM_021470294	ENSDARG00000094794	ENSDART00000137886
XM_021470295	ENSDARG00000058710	ENSDART00000134482
XM_021470297	ENSDARG00000004131	ENSDART00000006930
XM_021470298	ENSDARG00000071596	ENSDART00000105956
XM_021470299	ENSDARG00000071596	ENSDART00000105956
XM_021470300	ENSDARG00000074453	ENSDART00000110652
XM_021470301	ENSDARG00000045401	ENSDART00000149744
XM_021470302	ENSDARG00000087804	ENSDART00000127662
XM_021470303	ENSDARG00000100236	ENSDART00000180303
XM_021470304	ENSDARG00000025615	ENSDART00000134723
XM_021470305	ENSDARG00000012013	ENSDART00000106188
XM_021470306	ENSDARG00000012013	ENSDART00000144244
XM_021470312	ENSDARG00000001909	ENSDART00000048940
XM_021470313	ENSDARG00000001909	ENSDART00000048940
XM_021470314	ENSDARG00000001909	ENSDART00000048940
XM_021470316	ENSDARG00000076318	ENSDART00000154259
XM_021470317	ENSDARG00000077492	ENSDART00000153695
XM_021470318	ENSDARG00000062934	ENSDART00000152054
XM_021470319	ENSDARG00000058503	ENSDART00000081357
XM_021470320	ENSDARG00000062415	ENSDART00000148197
XM_021470321	ENSDARG00000062421	ENSDART00000143862
XM_021470322	ENSDARG00000045316	ENSDART00000080602
XM_021470323	ENSDARG00000045316	ENSDART00000080602
XM_021470324	ENSDARG00000045316	ENSDART00000140170
XM_021470325	ENSDARG00000074843	ENSDART00000141601
XM_021470326	ENSDARG00000074843	ENSDART00000141601
XM_021470327	ENSDARG00000074843	ENSDART00000141601
XM_021470328	ENSDARG00000074843	ENSDART00000141601
XM_021470329	ENSDARG00000088680	ENSDART00000155780
XM_021470330	ENSDARG00000088680	ENSDART00000155780
XM_021470331	ENSDARG00000088680	ENSDART00000155780
XM_021470332	ENSDARG00000088680	ENSDART00000155780
XM_021470333	ENSDARG00000030750	ENSDART00000171125
XM_021470335	ENSDARG00000074480	ENSDART00000110241
XM_021470336	ENSDARG00000074480	ENSDART00000110241
XM_021470337	ENSDARG00000075853	ENSDART00000143395
XM_021470338	ENSDARG00000075853	ENSDART00000143395
XM_021470339	ENSDARG00000013310	ENSDART00000143099
XM_021470340	ENSDARG00000013310	ENSDART00000143099
XM_021470341	ENSDARG00000013310	ENSDART00000143099
XM_021470342	ENSDARG00000013310	ENSDART00000006615
XM_021470343	ENSDARG00000013310	ENSDART00000143099
XM_021470344	ENSDARG00000090646	ENSDART00000131017
XM_021470345	ENSDARG00000090646	ENSDART00000131017
XM_021470346	ENSDARG00000079167	ENSDART00000110011
XM_021470348	ENSDARG00000057125	ENSDART00000079726
XM_021470349	ENSDARG00000057125	ENSDART00000079726
XM_021470351	ENSDARG00000093570	ENSDART00000132590
XM_021470352	ENSDARG00000026329	ENSDART00000154077
XM_021470354	ENSDARG00000014973	ENSDART00000191489
XM_021470355	ENSDARG00000014973	ENSDART00000191489
XM_021470356	ENSDARG00000014973	ENSDART00000188414
XM_021470357	ENSDARG00000014973	ENSDART00000105743
XM_021470358	ENSDARG00000014973	ENSDART00000188414
XM_021470359	ENSDARG00000100352	ENSDART00000160929
XM_021470363	ENSDARG00000109869	ENSDART00000178649
XM_021470364	ENSDARG00000037919	ENSDART00000150918
XM_021470365	ENSDARG00000101225	ENSDART00000157998
XM_021470366	ENSDARG00000091489	ENSDART00000181102
XM_021470369	ENSDARG00000116438	ENSDART00000187337
XM_021470370	ENSDARG00000062887	ENSDART00000185782
XM_021470372	ENSDARG00000089511	ENSDART00000154276
XM_021470373	ENSDARG00000102885	ENSDART00000180448
XM_021470374	ENSDARG00000087013	ENSDART00000166212
XM_021470377	ENSDARG00000103971	ENSDART00000163706
XM_021470380	ENSDARG00000090429	ENSDART00000136721
XM_021470382	ENSDARG00000090429	ENSDART00000136721
XM_021470384	ENSDARG00000075850	ENSDART00000126941
XM_021470385	ENSDARG00000030156	ENSDART00000048046
XM_021470386	ENSDARG00000056582	ENSDART00000079101
XM_021470387	ENSDARG00000056582	ENSDART00000079101
XM_021470388	ENSDARG00000056582	ENSDART00000079101
XM_021470389	ENSDARG00000056582	ENSDART00000079101
XM_021470390	ENSDARG00000092662	ENSDART00000137777
XM_021470397	ENSDARG00000098817	ENSDART00000166086
XM_021470398	ENSDARG00000045254	ENSDART00000066556
XM_021470400	ENSDARG00000031886	ENSDART00000129889
XM_021470402	ENSDARG00000087663	ENSDART00000151970
XM_021470403	ENSDARG00000071460	ENSDART00000152019
XM_021470406	ENSDARG00000060600	ENSDART00000185763
XM_021470409	ENSDARG00000069339	ENSDART00000193466
XM_021470411	ENSDARG00000105209	ENSDART00000165458
XM_021470412	ENSDARG00000071449	ENSDART00000105646
XM_021470414	ENSDARG00000098747	ENSDART00000160672
XM_021470415	ENSDARG00000103837	ENSDART00000166578
XM_021470424	ENSDARG00000097236	ENSDART00000171917
XM_021470425	ENSDARG00000014746	ENSDART00000191573
XM_021470430	ENSDARG00000014746	ENSDART00000191573
XM_021470431	ENSDARG00000014746	ENSDART00000191573
XM_021470432	ENSDARG00000014746	ENSDART00000191573
XM_021470434	ENSDARG00000023104	ENSDART00000156190
XM_021470435	ENSDARG00000014746	ENSDART00000191573
XM_021470436	ENSDARG00000014746	ENSDART00000191573
XM_021470437	ENSDARG00000014746	ENSDART00000191573
XM_021470439	ENSDARG00000014746	ENSDART00000191573
XM_021470445	ENSDARG00000014746	ENSDART00000191573
XM_021470447	ENSDARG00000103379	ENSDART00000162485
XM_021470448	ENSDARG00000103379	ENSDART00000162485
XM_021470450	ENSDARG00000016598	ENSDART00000187606
XM_021470466	ENSDARG00000087402	ENSDART00000192378
XM_021470469	ENSDARG00000006899	ENSDART00000165598
XM_021470470	ENSDARG00000006899	ENSDART00000146350
XM_021470473	ENSDARG00000045930	ENSDART00000191824
XM_021470474	ENSDARG00000045930	ENSDART00000191824
XM_021470475	ENSDARG00000045930	ENSDART00000191824
XM_021470476	ENSDARG00000045930	ENSDART00000191824
XM_021470479	ENSDARG00000088593	ENSDART00000125733
XM_021470482	ENSDARG00000003084	ENSDART00000035245
XM_021470486	ENSDARG00000009941	ENSDART00000187155
XM_021470487	ENSDARG00000009941	ENSDART00000188930
XM_021470494	ENSDARG00000045773	ENSDART00000144484
XM_021470495	ENSDARG00000051816	ENSDART00000073502
XM_021470505	ENSDARG00000061345	ENSDART00000087364
XM_021470507	ENSDARG00000018159	ENSDART00000133789
XM_021470509	ENSDARG00000079915	ENSDART00000183266
XM_021470510	ENSDARG00000079915	ENSDART00000154362
XM_021470514	ENSDARG00000020395	ENSDART00000139013
XM_021470515	ENSDARG00000020395	ENSDART00000139013
XM_021470516	ENSDARG00000020395	ENSDART00000139013
XM_021470517	ENSDARG00000020395	ENSDART00000139013
XM_021470518	ENSDARG00000020395	ENSDART00000139013
XM_021470519	ENSDARG00000020395	ENSDART00000139013
XM_021470520	ENSDARG00000020395	ENSDART00000109672
XM_021470528	ENSDARG00000051874	ENSDART00000161559
XM_021470542	ENSDARG00000045799	ENSDART00000149917
XM_021470543	ENSDARG00000116374	ENSDART00000148472
XM_021470544	ENSDARG00000019686	ENSDART00000152015
XM_021470552	ENSDARG00000086511	ENSDART00000156457
XM_021470555	ENSDARG00000090486	ENSDART00000128344
XM_021470558	ENSDARG00000015502	ENSDART00000170892
XM_021470566	ENSDARG00000103691	ENSDART00000166834
XM_021470567	ENSDARG00000103691	ENSDART00000166834
XM_021470568	ENSDARG00000073843	ENSDART00000028997
XM_021470571	ENSDARG00000063604	ENSDART00000093093
XM_021470572	ENSDARG00000063604	ENSDART00000093093
XM_021470574	ENSDARG00000059347	ENSDART00000156062
XM_021470576	ENSDARG00000099798	ENSDART00000179460
XM_021470577	ENSDARG00000099798	ENSDART00000179460
XM_021470579	ENSDARG00000099798	ENSDART00000179460
XM_021470580	ENSDARG00000099798	ENSDART00000179460
XM_021470581	ENSDARG00000096850	ENSDART00000182097
XM_021470583	ENSDARG00000007711	ENSDART00000022506
XM_021470584	ENSDARG00000045383	ENSDART00000163096
XM_021470585	ENSDARG00000099768	ENSDART00000171863
XM_021470586	ENSDARG00000099768	ENSDART00000171863
XM_021470587	ENSDARG00000099768	ENSDART00000171863
XM_021470590	ENSDARG00000078676	ENSDART00000124749
XM_021470591	ENSDARG00000078676	ENSDART00000124749
XM_021470592	ENSDARG00000078676	ENSDART00000124749
XM_021470593	ENSDARG00000078676	ENSDART00000124749
XM_021470594	ENSDARG00000058108	ENSDART00000104926
XM_021470595	ENSDARG00000058108	ENSDART00000104926
XM_021470597	ENSDARG00000089183	ENSDART00000153832
XM_021470598	ENSDARG00000063568	ENSDART00000154038
XM_021470599	ENSDARG00000074626	ENSDART00000144907
XM_021470600	ENSDARG00000074626	ENSDART00000144907
XM_021470601	ENSDARG00000074626	ENSDART00000144907
XM_021470602	ENSDARG00000100223	ENSDART00000165267
XM_021470603	ENSDARG00000098791	ENSDART00000167399
XM_021470606	ENSDARG00000076361	ENSDART00000111231
XM_021470607	ENSDARG00000105296	ENSDART00000169622
XM_021470608	ENSDARG00000105296	ENSDART00000168720
XM_021470609	ENSDARG00000028676	ENSDART00000155751
XM_021470614	ENSDARG00000021378	ENSDART00000181858
XM_021470615	ENSDARG00000021378	ENSDART00000181858
XM_021470616	ENSDARG00000021378	ENSDART00000179800
XM_021470617	ENSDARG00000021378	ENSDART00000181858
XM_021470618	ENSDARG00000021378	ENSDART00000181858
XM_021470619	ENSDARG00000021378	ENSDART00000181858
XM_021470620	ENSDARG00000021378	ENSDART00000181858
XM_021470621	ENSDARG00000076025	ENSDART00000155016
XM_021470622	ENSDARG00000070331	ENSDART00000153708
XM_021470623	ENSDARG00000070331	ENSDART00000153708
XM_021470624	ENSDARG00000070331	ENSDART00000153708
XM_021470630	ENSDARG00000079994	ENSDART00000164218
XM_021470631	ENSDARG00000079994	ENSDART00000164218
XM_021470632	ENSDARG00000079994	ENSDART00000164218
XM_021470633	ENSDARG00000079994	ENSDART00000164218
XM_021470634	ENSDARG00000079994	ENSDART00000164218
XM_021470635	ENSDARG00000079994	ENSDART00000164218
XM_021470636	ENSDARG00000079994	ENSDART00000164218
XM_021470637	ENSDARG00000079994	ENSDART00000164218
XM_021470641	ENSDARG00000079994	ENSDART00000164218
XM_021470644	ENSDARG00000062401	ENSDART00000090226
XM_021470645	ENSDARG00000100231	ENSDART00000161012
XM_021470646	ENSDARG00000001879	ENSDART00000143666
XM_021470647	ENSDARG00000001879	ENSDART00000143666
XM_021470648	ENSDARG00000001879	ENSDART00000143666
XM_021470649	ENSDARG00000001879	ENSDART00000143666
XM_021470650	ENSDARG00000001879	ENSDART00000143666
XM_021470651	ENSDARG00000001879	ENSDART00000143666
XM_021470652	ENSDARG00000001879	ENSDART00000143666
XM_021470653	ENSDARG00000001879	ENSDART00000143666
XM_021470654	ENSDARG00000001879	ENSDART00000143666
XM_021470655	ENSDARG00000001879	ENSDART00000143666
XM_021470656	ENSDARG00000102823	ENSDART00000162645
XM_021470657	ENSDARG00000102823	ENSDART00000162645
XM_021470658	ENSDARG00000102823	ENSDART00000162645
XM_021470661	ENSDARG00000070717	ENSDART00000155764
XM_021470662	ENSDARG00000070717	ENSDART00000174460
XM_021470663	ENSDARG00000012355	ENSDART00000192711
XM_021470664	ENSDARG00000011869	ENSDART00000157075
XM_021470665	ENSDARG00000070734	ENSDART00000171336
XM_021470667	ENSDARG00000038133	ENSDART00000126230
XM_021470670	ENSDARG00000019142	ENSDART00000011149
XM_021470671	ENSDARG00000052064	ENSDART00000182475
XM_021470672	ENSDARG00000096975	ENSDART00000155354
XM_021470673	ENSDARG00000015732	ENSDART00000017043
XM_021470674	ENSDARG00000023886	ENSDART00000027465
XM_021470675	ENSDARG00000023886	ENSDART00000027465
XM_021470676	ENSDARG00000079783	ENSDART00000154066
XM_021470677	ENSDARG00000073909	ENSDART00000110730
